id,processed_content
8981,wean unit lt wid 4th qtr shr loss dlr profit ct net loss 3 0 mln profit 349 000 rev 35 6 mln 49 3 mln year shr loss 2 87 dlr loss 2 71 dlr net loss 8 4 mln loss 7 9 mln rev 140 3 mln 169 2 mln note earn reflect prefer dividend requir 1986 year includ time gain 1 2 mln dlr
8982,hous panel eas soviet export control hous foreign affair committe vote eas restrict export shipment soviet bloc countri longer a threat nation secur democrat control committe administr export control polici restrict shipment thousand product contribut year record 169 billion dlr trade deficit committe legisl cut govern red tape make easier compani compet foreign produc good readili countri rep don bonker chairman intern econom polici subcommitte unnecessari restrict cost 17 billion dlr export a year congress number opportun attack trade deficit a posit export washington democrat legisl order commerc depart lift control 40 pct good restrict export list year countri agre compar control sophist type technolog medic instrument give commerc depart primari author decid export permit limit defens depart advisori role review request export highli sensit technolog
8983,export report 200 000 tonn corn switch unknown ussr 1986 87 export report 200 000 tonn corn switch unknown ussr 1986 87
8984,baldrig need exchang rate currenc peg dollar baldrig need exchang rate currenc peg dollar
8985,charter 4th qtr net profit 118 8 mln dlr loss 13 mln dlr charter 4th qtr net profit 118 8 mln dlr loss 13 mln dlr
8986,alexand lt alx 2nd qtr end feb 27 net shr 57 ct 72 ct shr dilut 57 ct 66 ct net 2 699 000 3 250 000 rev 190 8 mln 195 9 mln mth shr 45 ct 84 ct shr dilut 45 ct 79 ct net 2 092 000 3 784 000 rev 304 2 mln 304 6 mln note includ a chang account invest tax credit 1 408 000 31 ct share mth prior qtr 1987 includ recur charg 1 488 000 compani abandon plan convert a limit partnership
8987,stanadyn lt stna unit technolog end talk stanadyn termin discuss propos purchas unit technolog corp diesel system lt utx unit reason disclos
8991,citicorp lt cci rule credit card price war american express lt axp recent launch a optima credit card low interest rate fee increas competit bank credit card issuer lead a price war a senior citicorp offic year a interest market battl fought competit price product featur pei yuan chia head card product group told a bank analyst meet citicorp lead bank credit card issuer 10 mln account 11 pct market share chia citicorp focu credit card market effort accept note visa mastercard enjoy a advantag american express term worldwid accept doubt popular american express plan link interest charg optima card bank prime lend rate consum like a fix rate instrument richard braddock head individu bank divis ad increas competit big peopl crunch small
8992,process lt noz set qtli payout process declar a quarterli dividend 12 1 2 ct regular dividend pay quarter year dividend payabl 1 sharehold record april 10 year process paid annual dividend 1 18 dlr pay 12 1 2 ct a share quarter a fourth quarter dividend 80 1 2 ct
8993,usda report corn switch ussr agricultur depart privat export report 200 000 tonn corn previous unknown destin switch soviet union corn deliveri 1986 87 market year fourth year ussr long term grain suppli agreement market year began septemb 1 sale corn ussr deliveri fourth year agreement began octob 1 1986 total 2 600 000 tonn agreement year sale total 6 960 700 tonn 152 600 tonn wheat 6 808 100 tonn corn
8995,petroleum equip tool lt ptco 4th qtr shr loss 57 ct loss 30 ct net loss 5 9 mln loss 3 2 mln rev 5 6 mln 16 3 mln year shr loss 2 11 dlr loss 95 ct net loss 22 0 mln loss 9 9 mln rev 29 3 mln 66 3 mln
8996,sundor group buy dwg lt dwg unit asset lt sundor group purchas dwg corp texun line region juic product purchas term disclos compani
8997,quick reilli group lt bqr 4th qtr feb 28 shr 72 ct 57 ct net 4 5 mln 3 6 mln rev 25 1 mln 21 9 mln year shr 2 47 dlr 1 87 dlr net 15 6 mln 11 8 mln rev 89 1 mln 73 3 mln
8998,hay albion lt hay complet privat deal hay albion corp sharehold approv a plan merg a wholli onw subsidiari privat held harvard industri st loui base harvard industri a manufactur distributor automobil suppli held 80 pct hay complet a 13 dlr a share cash tender offer decemb merger agreement remain sharehold hay a jackson mich base maker auto suppli receiv 13 dlr cash share trade hay common ceas close busi today compani
8999,charter lt qchr 4th qtr oper loss oper shr loss ct loss ct oper net loss 336 000 profit 2 631 000 rev 237 2 mln 382 3 mln avg shr 47 4 mln 16 5 mln year oper shr profit 21 ct profit 12 ct oper profit 9 922 000 profit 15 1 mln rev 1 1 billion 1 6 billion avg shr 47 4 mln 16 5 mln note 1986 4th qtr year oper net exclud a gain 28 6 mln dlr 28 5 mln dlr 60 ct share discontinu oper 1986 4th qtr year oper net exclud a gain 90 5 mln dlr 1 91 dlr share 114 8 mln dlr 2 42 dlr share settlement dioxin relat claim reorgan proceed 1985 4th qtr year oper net exclud a loss 41 2 mln dlr 2 51 dlr share a loss 36 3 mln dlr 2 21 dlr share discontinu oper 1985 4th qtr year oper net exclud a gain 25 6 mln dlr 1 56 dlr share 29 4 mln dlr 1 79 dlr share settlement claim util tax loss carryforward 1985 year oper net exclud a loss mln dlr chang inventori evalu method
9003,numerex corp lt nmrx 2nd qtr jan 31 loss shr loss ct profit ct net loss 149 421 profit 103 120 sale 1 698 345 1 920 010 mth shr loss ct profit ct net loss 100 472 profit 191 614 sale 3 836 794 3 650 322
9007,baldrig support nic talk currenc commerc secretari malcolm baldrig support effort persuad newli industri countri nic revalu currenc tie dollar order unit state cut massiv trade deficit currenc substitut japanes product taiwanes product nation currenc tie dollar baldrig told a hous bank subcommitte dollar declin yen european currenc chang currenc develop countri south korea taiwan link dollar a result effort reduc dollar past year a half improv trade deficit countri baldrig told a hous bank subcommitte treasuri depart attempt persuad countri reach agreement unit state exchang rate
9010,eastman kodak sell hold icn pharmaceut viratek eastman kodak sell hold icn pharmaceut viratek
9012,treasuri balanc fed rose march 23 treasuri balanc feder reserv rose march 23 3 332 billion dlr 3 062 billion dlr previou busi day treasuri latest budget statement balanc tax loan note account fell 15 513 billion dlr 17 257 billion dlr respect day treasuri oper cash balanc total 18 845 billion dlr march 23 compar 20 318 billion dlr march 20
9014,usx lt uss unit rais price usx corp uss subsidiari effect shipment begin juli 1 price lead grade 1200 seri grade hot roll bar semi finish product lorain ohio facil increas 15 dlr a ton price effect june 1 increas made reflect current market condit
9015,unionist urg retali japan william bywat presid intern union electron worker call presid reagan retali japan unfair practic semiconductor trade a statement a crash program need semiconductor industri prevent unit state world industri lightweight bywat remark white hous econom polici council prepar a thursday meet decid sanction japan alleg violat a japanes semiconductor agreement pact agre juli call tokyo end sell semiconductor cost open home market good return washington agre forego antidump duti japanes semiconductor offici japan stop dump market end countri dump open market semiconductor japan yesterday effort ward action order a cutback semiconductor product a forc price end dump bywat statement back a defens scienc board task forc propos set a consortium develop electron product manufactur process make industori competit ad industri wait legisl pass action requir depress electron industri bywat urg reagan administr full sever action immedi japan invok retaliatori step permit law gatt gener agreement tariff trade
9018,zair author buy pl 480 rice usda zair author purchas 30 000 tonn rice exist pl 480 agreement agricultur depart buy rice valu 5 5 mln dlr march 31 august 31 1987 ship port septemb 30 depart purchas author cover entir quantiti rice provid agreement
9020,midivest acquir asset busi aviat lt midivest acquir asset lt busi aviat sioux fall undisclos amount stock midivest expect sell 10 20 renov beechcraft plane year manag leas airborn intens care unit hospit govern subdivis metropolitan leas a wholli own subsidiari midivest
9021,wheat credit jordan switch commod credit corpor ccc switch 25 0 mln dlr wheat credit guarante jordan export credit guarante program intermedi export credit guarante program agricultur depart switch reduc total gsm 102 guarante current fiscal year 30 0 mln dlr credit term extend export sale intermedi export credit guarante program gsm 103 excess year year sale regist export complet septemb 30 1987 depart
9022,dollar expect fall intervent central bank intervent foreign exchang market succeed staunch dollar loss today senior dealer currenc head a retreat intervent widespread dealer perceiv major industri nation differ level commit recent accord stabil currenc hard econom realiti hold greater sway currenc market central bank intervent argu a dollar declin dealer market bigger central bank econom fundament fore a dealer major bank dollar drop post world war ii low yen today foreign exchang trader bank japan feder reserv board bank england interven market behalf currenc report author action help dollar recov 149 45 yen york afternoon post war low 148 20 yen east fail regain monday close level 150 00 05 yen tokyo dealer bank japan bought 1 5 billion dlr tokyo today purchas dollar yesterday feder reserv strong rumor york fed bought a modest amount dollar 148 50 yen today talk circul bank england purchas a small amount dollar yen fed confirm intervent januari 28 bought 50 mln dlr coordin bank japan march 11 fed rumor signal displeasur a dollar surg 1 87 mark author action appear back februari 22 pari pact japan west germani britain franc canada nation agre cooper foster exchang rate stabil prevail level foreign exchang dealer overli impress author intervent soften extrem move market thing dealer believ fed purchas behalf bank japan central bank account suggest a water american commit currenc accord bank england action thought complet behalf japanes central bank reinforc market view japan resolut nation support currenc pact doubt bank japan central bank make token gestur chri bourdain bankamerica corp convinc intervent concert earl johnson harri trust save bank chicago a yen problem dealer a rise wave trade protectionist sentiment limit extent american author endors a stronger dollar yen dollar break key 150 yen level tie treasuri hand back interven account strength protection albert soria swiss bank corp comment reflect view currenc market increasingli politic offici denial trader feel counten a lower dollar trim nation trade deficit major 170 billion dlr merchandis trade deficit 1986 japan treasuri secretari jame baker comment sunday februari currenc pact establish dollar target read market a signal sell currenc kick latest retreat dollar room downsid yen base friction trade financi servic currenc market polit natsuo okada sumitomo bank okada expect dollar trade 148 150 yen week see chanc a drop 140 yen end april earli west germani japan succeed stimul economi solv structur econom imbal futur dealer japan west germani expand year won trade situat bourdain bankamerica expect dollar drop 148 yen coupl day
